pair_id,group_id,doc_id,target
128,2,12192,0
129,2,14543,0
130,2,14049,0
131,2,12650,0
132,2,11920,0
133,2,14807,1
134,2,11565,0
135,2,11879,0
136,2,13104,0
137,2,11515,0
138,2,13404,0
139,2,14410,0
140,2,13355,0
141,2,12953,0
142,2,13358,0
143,2,14142,0
144,2,14614,0
145,2,13108,1
146,2,14593,0
147,2,14164,0
148,2,12643,0
149,2,12754,0
150,2,12254,0
151,2,12051,0
152,2,13914,0
153,2,11526,0
154,2,14549,0
155,2,13031,0
156,2,12611,1
157,2,13131,1
158,2,11368,0
159,2,13900,0
160,2,14163,0
161,2,14430,0
162,2,11692,0
163,2,14597,0
164,2,13352,0
165,2,12649,0
166,2,14703,0
167,2,11652,0
168,2,12436,1
169,2,11303,0
170,2,13198,0
171,2,11855,0
172,2,12339,0
173,2,12669,0
174,2,13691,0
175,2,14077,0
176,2,13177,0
177,2,14453,0
178,2,12969,0
179,2,14701,0
180,2,14677,1
181,2,12059,0
182,2,13226,1
183,2,12538,0
184,2,12701,0
185,2,12389,0
186,2,11437,0
187,2,12593,0
188,2,11335,0
189,2,13144,0
190,2,13142,0
191,2,11336,1
192,2,12761,1
193,2,13382,0
194,2,12071,0
195,2,12415,0
196,2,11772,0
197,3,3633,0
198,3,1806,0
199,3,3259,1
200,3,3394,0
201,3,3005,0
202,3,1886,0
203,3,300,0
204,3,1367,0
205,3,515,0
206,3,2396,0
207,3,3391,0
208,3,88,0
209,3,1189,0
210,3,1333,0
211,3,2862,0
212,3,405,0
213,3,3422,0
214,3,3640,0
215,3,137,0
216,3,2280,0
217,3,753,0
218,3,1948,0
219,3,1657,0
220,3,3008,0
221,3,1984,0
222,3,1928,0
223,3,3006,1
224,3,1540,0
225,3,1885,0
226,3,2841,1
227,3,3875,0
228,3,3937,0
229,3,4013,0
230,3,2539,0
231,3,3092,0
232,3,3303,0
233,3,2327,0
234,3,2012,0
235,3,2466,0
236,3,1875,0
237,3,9492,0
238,3,1,0
239,3,3835,0
240,3,1686,0
241,3,996,1
242,3,3947,0
243,3,948,0
244,3,245,0
245,3,854,0
246,3,1824,0
247,3,1292,0
248,3,3327,0
249,3,1329,1
250,3,1956,0
251,3,766,0
252,3,3493,0
253,3,2288,1
254,3,968,0
255,3,817,0
256,3,3586,0
257,3,2639,0
258,3,2207,0
259,3,1941,0
260,3,627,0
261,3,173,0
262,3,3080,0
263,3,3053,0
264,3,3055,0
265,3,3718,0
266,3,963,0
267,3,3556,0
268,3,2273,0
269,3,2502,0
270,3,2439,0
271,3,2913,0
272,3,239,0
273,3,2602,0
274,3,2234,0
275,3,3575,1
276,3,2661,0
277,3,2643,1
278,3,2854,0
279,3,3032,0
280,3,1511,0
281,3,78,0
282,3,1877,0
283,3,638,1
284,3,382,0
285,3,995,0
286,3,1475,0
287,3,1237,0
288,3,3685,0
289,3,2899,0
290,3,3417,0
291,3,2817,0
292,3,1674,0
293,3,3349,0
294,3,1988,0
295,4,14619,0
296,4,12266,0
297,4,12970,0
298,4,11908,0
299,4,14140,0
300,4,14183,0
301,4,11687,0
302,4,12157,0
303,4,11746,0
304,4,13192,0
305,4,14610,0
306,4,14220,0
307,4,12820,0
308,4,13796,0
309,4,14655,0
310,4,12635,0
311,4,11694,0
312,4,14766,0
313,4,11961,1
314,4,12428,0
315,4,13547,0
316,4,12996,0
317,4,13199,0
318,4,14136,1
319,4,14064,0
320,4,13442,0
321,4,12003,0
322,4,11451,0
323,4,14667,0
324,4,11305,0
325,4,13002,1
326,4,11601,0
327,4,13100,0
328,4,13447,0
329,4,11967,0
330,4,14081,0
331,4,13304,0
332,4,11755,0
333,4,13107,0
334,4,12641,0
335,4,11264,0
336,4,11964,0
337,4,13353,0
338,4,14603,0
339,4,14006,0
340,4,11738,0
341,4,12445,0
342,4,13183,1
343,4,14579,0
344,4,14663,0
345,4,13650,0
346,4,13420,0
347,4,13986,0
348,4,13040,0
349,4,13804,1
350,4,12647,0
351,4,14032,0
352,4,13035,0
353,4,14418,0
354,4,12549,0
355,4,13833,0
356,4,13703,0
357,4,13474,0
358,4,14186,0
359,4,14175,0
360,4,13836,0
361,4,12080,0
362,4,11661,0
363,4,12321,0
364,4,13148,0
365,4,12821,0
366,4,14551,1
367,4,11823,0
368,4,14379,0
369,4,12934,0
370,4,14756,0
371,4,11344,0
372,4,13799,0
373,4,11673,0
374,4,13873,0
375,4,13317,1
376,4,13203,0
377,4,12615,0
378,4,12854,0
379,4,13045,0
380,4,13077,0
381,4,13171,0
382,4,12463,0
383,5,9707,0
384,5,10298,0
385,5,8701,0
386,5,10471,0
387,5,9411,1
388,5,8519,0
389,5,7688,0
390,5,7960,0
391,5,9967,0
392,5,8669,0
393,5,10672,1
394,5,9610,0
395,5,9070,0
396,5,10257,0
397,5,11190,0
398,5,10413,0
399,5,8547,0
400,5,8062,0
401,5,9157,0
402,5,8888,0
403,5,7579,0
404,5,8803,0
405,5,8492,0
406,5,8725,1
407,5,10332,0
408,5,7801,0
409,5,10395,1
410,5,9461,0
411,5,10377,1
412,5,8504,0
413,5,10437,0
414,5,7869,0
415,5,8860,0
416,5,8368,0
417,5,8896,0
418,5,9611,0
419,5,10758,0
420,5,8850,0
421,5,9823,0
422,5,8027,0
423,5,7941,0
424,5,8430,0
425,5,11128,0
426,5,7854,0
427,5,8375,0
428,5,8604,0
429,5,10816,0
430,5,10619,0
431,5,10752,0
432,5,10473,0
433,5,10089,0
434,5,8553,0
435,5,9233,0
436,5,10783,0
437,5,9184,0
438,5,10872,0
439,5,8468,0
440,5,8648,0
441,5,9113,0
442,5,10940,0
443,5,7823,0
444,5,9457,0
445,5,10652,1
446,5,10964,0
447,5,8320,1
448,5,10645,0
449,5,8258,0
450,5,10101,0
451,5,7840,0
452,5,11132,0
453,5,9432,0
454,5,9439,1
455,5,9876,0
456,5,10939,0
457,5,8272,0
458,5,9726,0
459,5,8196,0
460,5,9255,0
461,5,9931,0
462,5,8984,0
463,5,11006,0
464,5,9121,0
465,5,10170,0
466,5,10016,0
467,5,8579,0
468,5,8337,0
469,5,8517,0
470,5,8889,0
471,5,8251,0
472,5,9558,0
473,5,9615,0
474,5,7958,0
475,5,10848,0
476,5,8767,0
477,5,10863,1
478,5,8328,0
479,5,7563,0
480,5,8687,0
481,5,8057,0
482,5,8526,0
483,5,9598,0
484,5,9624,0
485,5,11206,0
486,5,10112,0
487,5,9626,0
488,5,9932,0
489,5,7810,0
490,5,9826,0
491,6,17068,0
492,6,17294,1
493,6,15568,0
494,6,16309,0
495,6,15249,0
496,6,17097,1
497,6,17215,1
498,6,15754,1
499,6,15828,1
500,6,16232,1
501,6,15477,0
502,6,15915,1
503,6,14958,0
504,6,15714,1
505,6,16882,1
506,6,14985,0
507,6,14912,0
508,6,15110,1
509,6,15599,0
510,6,17040,1
511,6,16594,1
512,6,15628,1
513,6,16527,1
514,6,17182,0
515,6,15597,1
516,6,15337,1
517,6,17527,0
518,6,17402,1
519,6,16199,0
520,6,16040,1
521,6,15018,1
522,6,15417,0
523,6,17357,0
524,6,17161,1
525,6,16049,1
526,6,16956,1
527,6,15944,1
528,6,16721,0
529,6,16442,1
530,6,15950,0
531,6,16292,0
532,6,17144,1
533,6,17564,1
534,6,16280,0
535,6,15380,1
536,6,16695,1
537,6,15773,1
538,6,15206,1
539,6,15616,1
540,6,16457,0
541,6,16489,1
542,6,15600,0
543,6,16479,1
544,6,17830,1
545,6,16380,1
546,6,16549,1
547,6,15328,1
548,6,15654,1
549,6,17091,0
550,6,16910,1
551,6,16757,1
552,6,15488,1
553,6,16514,0
554,6,15897,1
555,6,15080,1
556,6,17028,0
557,6,16212,0
558,6,16777,1
559,6,17832,1
560,6,14812,1
561,6,17569,0
562,7,22365,0
563,7,21791,0
564,7,24816,0
565,7,23887,0
566,7,24668,0
567,7,24959,0
568,7,24155,0
569,7,21972,0
570,7,23606,0
571,7,22361,0
572,7,24242,0
573,7,24771,0
574,7,22247,0
575,7,23621,0
576,7,23958,0
577,7,23246,1
578,7,22021,1
579,7,24754,0
580,7,21850,0
581,7,22399,0
582,7,23526,0
583,7,24295,0
584,7,23666,0
585,7,22189,0
586,7,23795,0
587,7,24342,0
588,7,22678,0
589,7,24412,0
590,7,6680,0
591,7,22981,0
592,7,21679,0
593,7,24918,0
594,7,24613,0
595,7,23581,0
596,7,21888,0
597,7,22519,0
598,7,22418,0
599,7,22766,0
600,7,23274,0
601,7,23393,0
602,7,22030,0
603,7,23177,0
604,7,24924,0
605,7,21659,1
606,7,24614,0
607,7,24711,0
608,7,21818,0
609,7,21685,0
610,7,6131,0
611,7,22977,0
612,7,23647,0
613,7,22950,0
614,7,24117,0
615,7,24035,0
616,7,24612,0
617,7,23797,0
618,7,24305,0
619,7,23502,1
620,7,23340,0
621,7,21802,0
622,7,24080,0
623,7,23776,0
624,7,24669,0
625,7,23922,0
626,7,24751,0
627,7,21724,0
628,7,22775,0
629,7,23550,0
630,7,22612,0
631,7,23097,0
632,7,23691,0
633,7,23361,0
634,7,24130,1
635,7,23761,0
636,7,24392,0
637,7,24473,0
638,7,24324,0
639,7,21864,1
640,7,22016,0
641,7,23402,0
642,7,22033,0
643,7,22739,0
644,7,23645,0
645,7,24778,0
646,7,22326,0
647,7,23419,0
648,7,24110,0
649,7,22143,0
650,7,23950,0
651,7,24673,0
652,7,24934,0
653,7,22322,0
654,7,22571,0
655,7,21978,1
656,7,21940,0
657,7,23724,0
658,8,18834,0
659,8,19628,0
660,8,20006,0
661,8,18338,0
662,8,18620,0
663,8,20851,0
664,8,19259,1
665,8,18628,0
666,8,19933,0
667,8,19741,0
668,8,21204,0
669,8,18287,0
670,8,20207,0
671,8,21235,1
672,8,19204,1
673,8,18426,0
674,8,20121,0
675,8,19370,0
676,8,18808,0
677,8,20255,1
678,8,14266,0
679,8,20532,1
680,8,18485,0
681,8,21041,0
682,8,21068,0
683,8,19868,0
684,8,18369,0
685,8,18599,0
686,8,21286,0
687,8,19152,1
688,8,18794,0
689,8,18365,1
690,8,19042,1
691,8,19028,0
692,8,21107,0
693,8,19570,1
694,8,21142,1
695,8,19506,0
696,8,21332,0
697,8,20692,1
698,8,19048,0
699,8,19971,0
700,8,18078,0
701,8,20874,0
702,8,20046,1
703,8,19905,0
704,8,21167,0
705,8,21239,1
706,8,18386,1
707,8,18813,1
708,8,18905,0
709,8,18079,0
710,8,20009,0
711,8,18824,0
712,8,19564,1
713,8,20305,1
714,8,17883,0
715,8,17910,0
716,8,21358,0
717,8,19182,0
718,8,20170,0
719,8,20659,0
720,8,21100,1
721,8,18673,1
722,8,19167,0
723,8,20055,1
724,8,20433,0
725,8,18394,0
726,8,20775,0
727,8,20330,1
728,8,18784,0
729,8,17973,0
730,8,20275,0
731,8,18396,0
732,8,21233,0
733,8,20530,0
734,8,21211,0
735,8,20323,0
736,8,19850,0
737,8,18316,1
738,8,20501,0
739,8,18450,0
740,8,18248,1
741,8,18071,0
742,8,18961,0
743,8,21427,0
744,8,19945,0
745,8,18837,1
746,8,20584,1
747,8,18402,0
748,8,18738,1
749,9,27783,0
750,9,25489,1
751,9,26996,1
752,9,27318,1
753,9,26143,1
754,9,27457,1
755,9,27280,1
756,9,25884,0
757,9,25419,0
758,9,26710,1
759,9,25911,1
760,9,26908,0
761,9,27544,0
762,9,25354,0
763,9,26939,1
764,9,25961,0
765,9,27095,0
766,9,27334,1
767,9,25412,1
768,9,27393,1
769,9,26979,0
770,9,26770,0
771,9,25341,1
772,9,27261,1
773,9,27444,1
774,9,25886,0
775,9,26110,1
776,9,25006,0
777,9,25501,1
778,9,27968,1
779,9,26834,1
780,10,13558,1
781,10,12627,0
782,10,13236,0
783,10,11444,1
784,10,12748,0
785,10,14316,0
786,10,14660,1
787,10,14513,0
788,10,12473,0
789,10,11769,0
790,10,12388,0
791,10,12717,0
792,10,11228,0
793,10,11220,0
794,10,14583,0
795,10,12811,0
796,10,12498,0
797,10,13717,0
798,10,13484,0
799,10,13402,0
800,10,12721,0
801,10,12622,0
802,10,14118,0
803,10,11786,0
804,10,14449,0
805,10,11988,1
806,10,12385,0
807,10,12468,1
808,10,12451,0
809,10,13932,0
810,10,13906,0
811,10,13115,0
812,10,12109,0
813,10,13359,0
814,10,13454,0
815,10,13239,0
816,10,12714,0
817,10,11720,0
818,10,11243,0
819,10,17517,0
820,10,12040,0
821,10,14203,0
822,10,15745,0
823,10,13299,0
824,10,11589,0
825,10,13749,0
826,10,14533,0
827,10,13827,1
828,10,14678,0
829,10,13774,1
830,10,14113,0
831,10,12138,1
832,10,12900,0
833,10,12351,0
834,10,14783,0
835,10,12292,0
836,10,12118,1
837,10,13715,0
838,10,13792,0
839,10,13147,0
840,10,12913,0
841,10,11240,0
842,10,14673,0
843,10,12639,0
844,10,13957,0
845,10,14092,0
846,10,12422,0
847,10,12831,0
848,10,12097,0
849,10,12685,0
850,10,11502,0
851,10,12193,0
852,10,12531,0
853,10,11411,0
854,10,12502,0
855,10,13611,1
856,10,13964,1
857,10,11998,0
858,10,14355,0
859,10,11922,0
860,10,11630,0
861,10,11635,0
862,10,11510,0
863,10,11867,0
864,10,22360,0
865,10,14398,0
866,10,14132,0
867,10,13195,0
868,10,11827,0
869,10,14630,0
870,10,11776,0
871,10,11518,0
872,10,11245,0
873,10,12101,1
874,10,13126,1
875,10,12209,0
876,10,11382,0
877,11,27762,0
878,11,27257,0
879,11,25407,0
880,11,25071,0
881,11,25802,0
882,11,25115,0
883,11,25107,0
884,11,26766,0
885,11,25827,0
886,11,26072,0
887,11,25219,0
888,11,27686,1
889,11,26462,0
890,11,27001,0
891,11,26068,0
892,11,27545,0
893,11,26985,0
894,11,26468,0
895,11,26619,1
896,11,27752,0
897,11,27317,0
898,11,27658,0
899,11,27659,0
900,11,25036,0
901,11,27948,0
902,11,27574,0
903,11,26089,0
904,11,27004,0
905,11,26412,0
906,11,27522,0
907,11,27533,1
908,11,26211,0
909,11,27805,0
910,11,27991,0
911,11,26602,0
912,11,28014,0
913,11,25077,0
914,11,25629,0
915,11,27156,0
916,11,27335,0
917,11,27125,1
918,11,25784,0
919,11,26512,0
920,11,27279,0
921,11,26131,0
922,11,27727,0
923,11,25952,1
924,11,26901,0
925,11,25675,0
926,11,26277,0
927,11,25816,0
928,11,26529,1
929,11,26325,0
930,11,26806,0
931,11,26336,0
932,11,26002,0
933,11,27691,0
934,11,25050,0
935,11,26513,0
936,11,25861,0
937,11,26566,0
938,11,26594,0
939,11,26714,0
940,11,25919,0
941,11,25899,0
942,11,26109,0
943,11,27953,0
944,11,27467,0
945,11,27340,0
946,11,27921,1
947,11,25454,0
948,11,27388,0
949,11,26894,0
950,11,26987,0
951,11,27008,0
952,11,25792,0
953,11,25396,0
954,11,26783,0
955,11,25750,0
956,11,7141,0
957,11,25140,0
958,11,25451,0
959,11,14196,0
960,11,25257,0
961,11,27749,0
962,11,26024,0
963,11,25857,0
964,11,26111,0
965,11,26728,0
966,11,27362,0
967,11,27911,0
968,11,25258,0
969,11,27622,0
970,11,25438,0
971,11,27268,0
972,11,25788,0
973,11,27618,0
974,11,25018,1
975,12,27350,0
976,12,26469,0
977,12,27322,0
978,12,27855,0
979,12,27794,0
980,12,27838,0
981,12,27539,0
982,12,27338,0
983,12,25615,0
984,12,26715,0
985,12,27113,0
986,12,27804,0
987,12,27677,1
988,12,25589,0
989,12,26657,0
990,12,25973,1
991,12,25069,0
992,12,26817,0
993,12,27833,0
994,12,27680,1
995,12,26521,0
996,12,26680,0
997,12,24999,0
998,12,26335,0
999,12,25694,0
1000,12,25331,1
1001,12,26186,0
1002,12,26376,0
1003,12,27874,0
1004,12,27745,0
1005,12,26756,0
1006,12,25060,0
1007,12,27215,0
1008,12,27504,0
1009,12,25384,0
1010,12,25276,0
1011,12,27842,0
1012,12,27970,1
1013,12,26835,0
1014,12,26567,0
1015,12,27900,0
1016,12,26121,0
1017,12,27130,0
1018,12,25729,0
1019,12,26184,0
1020,12,324,0
1021,12,27527,0
1022,12,27774,0
1023,12,25987,0
1024,12,25223,0
1025,12,25706,0
1026,12,26383,0
1027,12,16205,0
1028,12,25191,0
1029,12,25724,1
1030,12,24995,0
1031,12,26751,0
1032,12,26163,0
1033,12,27480,0
1034,12,25064,0
1035,12,26902,0
1036,12,25251,0
1037,12,25804,0
1038,12,25249,0
1039,12,26364,0
1040,13,12802,1
1041,13,13058,1
1042,13,13630,1
1043,13,11476,0
1044,13,11547,1
1045,13,14339,0
1046,13,13655,0
1047,13,13754,1
1048,13,12121,0
1049,13,11423,1
1050,13,14709,1
1051,13,13787,0
1052,13,12450,0
1053,13,14649,1
1054,13,11857,0
1055,13,11939,0
1056,13,13861,1
1057,13,12467,1
1058,13,14031,1
1059,13,14621,1
1060,13,14574,0
1061,13,11216,1
1062,13,12005,0
1063,13,13006,0
1064,13,11452,0
1065,13,14716,0
1066,13,14658,0
1067,13,12488,0
1068,13,14651,1
1069,13,12009,0
1070,13,12210,1
1071,14,19049,0
1072,14,21403,0
1073,14,21472,0
1074,14,19766,0
1075,14,20633,0
1076,14,19625,0
1077,14,8507,0
1078,14,19325,0
1079,14,20292,0
1080,14,20709,0
1081,14,21217,0
1082,14,21150,0
1083,14,19929,0
1084,14,18890,0
1085,14,20568,0
1086,14,20026,0
1087,14,19895,0
1088,14,19524,0
1089,14,20808,0
1090,14,21221,0
1091,14,17259,0
1092,14,20371,0
1093,14,19126,1
1094,14,18828,1
1095,14,20163,0
1096,14,19036,0
1097,14,19468,0
1098,14,19859,0
1099,14,18590,0
1100,14,19007,0
1101,14,18561,1
1102,14,20719,1
1103,14,20069,0
1104,14,21141,0
1105,14,19178,0
1106,14,19799,0
1107,14,18122,1
1108,14,20559,0
1109,14,20838,0
1110,14,20139,0
1111,14,18153,0
1112,14,21038,0
1113,14,20029,1
1114,14,18952,0
1115,14,20101,1
1116,14,18192,0
1117,14,19676,0
1118,14,20725,1
1119,14,19341,1
1120,14,18265,1
1121,14,18240,0
1122,14,19010,1
1123,14,18277,0
1124,14,21474,0
1125,14,18735,1
1126,14,18653,0
1127,14,18900,0
1128,14,19645,0
1129,14,20571,0
1130,14,18518,1
1131,14,21404,0
1132,14,19452,0
1133,14,20978,1
1134,14,19432,0
1135,14,21327,0
1136,14,17882,0
1137,14,21348,0
1138,14,20277,0
1139,14,21547,0
1140,14,20611,0
1141,14,21331,1
1142,14,20842,0
1143,14,17986,0
1144,14,18189,0
1145,14,18170,0
1146,14,21263,0
1147,14,19074,1
1148,14,21069,0
1149,14,18997,0
1150,14,18686,0
1151,14,19420,0
1152,14,21363,0
1153,14,18815,1
1154,14,18022,0
1155,14,19410,0
1156,14,21561,0
1157,14,19504,0
1158,14,18149,1
1159,14,20389,0
1160,14,19793,0
1161,14,3260,0
1162,14,19855,0
1163,15,12472,0
1164,15,13565,0
1165,15,14692,0
1166,15,13921,0
1167,15,13830,0
1168,15,12148,0
1169,15,13701,0
1170,15,13865,0
1171,15,12318,0
1172,15,13952,0
1173,15,14005,0
1174,15,13488,0
1175,15,13269,0
1176,15,12215,1
1177,15,21984,0
1178,15,13432,0
1179,15,12750,0
1180,15,12489,0
1181,15,13052,0
1182,15,14566,0
1183,15,14437,1
1184,15,12017,0
1185,15,12395,0
1186,15,13938,0
1187,15,13469,0
1188,15,11522,0
1189,15,11934,0
1190,15,13720,1
1191,15,11684,0
1192,15,12132,0
1193,15,11704,0
1194,15,12054,0
1195,15,12168,0
1196,15,13152,0
1197,15,8899,0
1198,15,11927,0
1199,15,11597,0
1200,15,14097,0
1201,15,12363,0
1202,15,13413,0
1203,15,11759,0
1204,15,13820,0
1205,15,12419,0
1206,15,13451,0
1207,15,14670,0
1208,15,11412,0
1209,15,13508,0
1210,15,12984,0
1211,15,11238,0
1212,15,13462,0
1213,15,12659,0
1214,15,12269,0
1215,15,14222,0
1216,15,14259,0
1217,15,12936,0
1218,15,11678,0
1219,15,14615,0
1220,15,2265,0
1221,15,24103,0
1222,15,12349,1
1223,15,11488,0
1224,15,12353,0
1225,15,14476,1
1226,15,11304,0
1227,15,13640,0
1228,15,13996,0
1229,15,12932,0
1230,15,13752,0
1231,15,13378,0
1232,15,11426,0
1233,15,14662,0
1234,15,13807,0
1235,15,6845,0
1236,15,12785,0
1237,15,12099,0
1238,15,14803,0
1239,15,14514,0
1240,15,12287,0
1241,15,16263,0
1242,15,13498,0
1243,15,12222,0
1244,15,12662,0
1245,15,14425,0
1246,15,12010,0
1247,15,13012,0
1248,15,14180,1
1249,15,12599,0
1250,15,14068,0
1251,15,13445,0
1252,15,12620,1
1253,15,14295,0
1254,15,13146,0
1255,15,11474,0
1256,15,13580,0
1257,15,12857,1
1258,15,13689,0
1259,15,14458,0
1260,15,14582,0
1261,15,11253,0
1262,15,11566,0
1263,15,13535,0
1264,16,21542,0
1265,16,20910,1
1266,16,22259,0
1267,16,19392,1
1268,16,20507,1
1269,16,18255,1
1270,16,20668,0
1271,16,19157,1
1272,16,19401,0
1273,16,21345,1
1274,16,19955,1
1275,16,21366,1
1276,16,21036,0
1277,16,21166,1
1278,16,19879,0
1279,16,20683,1
1280,16,19736,0
1281,16,19982,0
1282,16,18722,0
1283,16,19571,1
1284,16,20030,1
1285,16,18724,1
1286,16,18600,0
1287,16,18775,0
1288,16,20137,0
1289,16,21169,1
1290,16,20933,1
1291,16,20684,0
1292,16,18251,0
1293,16,21421,0
1294,16,18164,1
1295,16,19408,1
1296,16,21441,1
1297,16,21457,0
1298,16,18897,1
1299,16,18497,0
1300,16,18110,0
1301,16,18116,1
1302,16,20349,0
1303,16,21412,0
1304,16,19758,0
1305,16,18914,0
1306,16,19474,1
1307,16,21174,0
1308,16,19275,1
1309,16,20276,1
1310,16,20666,1
1311,16,10745,0
1312,16,20011,1
1313,16,20875,0
1314,16,18865,0
1315,16,20086,0
1316,16,19225,0
1317,16,21186,1
1318,16,18889,1
1319,16,18951,0
1320,16,19442,0
1321,16,20589,0
1322,16,18218,1
1323,16,18307,0
1324,16,21563,0
1325,16,20546,0
1326,16,18342,0
1327,16,19184,1
1328,16,18966,0
1329,16,20279,1
1330,16,18879,1
1331,16,21565,0
1332,16,20990,0
1333,16,19390,0
1334,16,19763,0
1335,16,21455,1
1336,16,21283,0
1337,16,21280,1
1338,16,20234,1
1339,16,18841,1
1340,16,18622,1
1341,16,19025,1
1342,16,20536,1
1343,16,17891,0
1344,16,20426,0
1345,16,19249,0
1346,16,20940,1
1347,16,20102,0
1348,16,17998,0
1349,16,19169,1
1350,16,17961,1
1351,16,19156,0
1352,16,21354,0
1353,16,21512,1
1354,16,18625,1
1355,16,18597,0
1356,16,21061,0
1357,16,20579,0
1358,17,13396,1
1359,17,13991,1
1360,17,13117,1
1361,17,11763,1
1362,17,13683,1
1363,17,13240,1
1364,17,13051,0
1365,17,13974,1
1366,17,12331,1
1367,17,11862,0
1368,17,14457,1
1369,17,12690,1
1370,17,12700,1
1371,17,11989,1
1372,17,11326,1
1373,17,11477,1
1374,17,11212,0
1375,17,13080,1
1376,17,13088,0
1377,17,14214,1
1378,17,13034,1
1379,17,11516,1
1380,17,14063,0
1381,17,13840,0
1382,17,14303,0
1383,17,14301,1
1384,17,13425,1
1385,17,13987,1
1386,17,14536,1
1387,17,12911,1
1388,17,11795,1
1389,17,12087,0
1390,17,11259,1
1391,17,11260,1
1392,17,13038,1
1393,17,14040,1
1394,17,12526,1
1395,17,13992,1
1396,17,12654,1
1397,17,14466,1
1398,17,13383,0
1399,17,14332,1
1400,17,12268,1
1401,17,12565,0
1402,17,13641,1
1403,17,11525,1
1404,17,12712,1
1405,17,12568,1
1406,17,12272,1
1407,17,12247,1
1408,17,14611,1
1409,17,12379,1
1410,17,12045,0
1411,17,11317,1
1412,17,11343,1
1413,17,14776,0
1414,17,12955,0
1415,17,12393,1
1416,17,11501,1
1417,17,14643,0
1418,17,14664,1
1419,17,11813,0
1420,17,12511,1
1421,17,12867,0
1422,17,12540,1
1423,17,11446,0
1424,17,14787,0
1425,17,13178,1
1426,17,14225,0
1427,17,12440,0
1428,17,13739,1
1429,17,13841,1
1430,17,13221,0
1431,17,14720,0
1432,17,14671,1
1433,17,11464,1
1434,17,14483,1
1435,17,11333,1
1436,17,11323,0
1437,17,11797,1
1438,17,11736,1
1439,17,14804,1
1440,17,13534,1
1441,17,13632,1
1442,17,14229,0
1443,17,11595,0
1444,17,12232,1
1445,17,12579,1
1446,17,13710,1
1447,17,12789,1
1448,17,13699,1
1449,17,12048,1
1450,17,14084,1
1451,17,12605,1
1452,17,12917,0
1453,17,11364,0
1454,17,13499,0
1455,17,11458,1
1456,17,12497,0
1457,17,13476,1
1458,17,13371,1
1459,17,12866,1
1460,18,20884,0
1461,18,18199,0
1462,18,18351,0
1463,18,17899,1
1464,18,18220,0
1465,18,20678,1
1466,18,18008,0
1467,18,20289,0
1468,18,20053,0
1469,18,19822,0
1470,18,18082,0
1471,18,20148,0
1472,18,20418,0
1473,18,19210,0
1474,18,18366,0
1475,18,18624,1
1476,18,21225,1
1477,18,19441,0
1478,18,18157,0
1479,18,21394,0
1480,18,18069,0
1481,18,18390,0
1482,18,18816,0
1483,18,18424,0
1484,18,19694,0
1485,18,20953,0
1486,18,18331,0
1487,18,18885,0
1488,18,21112,1
1489,18,18325,1
1490,18,21583,0
1491,18,20463,0
1492,18,20839,0
1493,18,20854,0
1494,18,19196,0
1495,18,21373,0
1496,18,21607,0
1497,18,19478,0
1498,18,19858,0
1499,18,18141,0
